nom,code,type,gid,adresse,lon,lat
Maison des associations,O,O6,2639,7 avenue Lucien Lerousseau,-0.5541822,44.8079084
Centre de loisirs de la SNCF,C,C5,2642,62 rue Durcy,-0.5469184,44.7983988
Bowling Rives d'Arcins,C,C10,2644,,-0.5372116,44.7880658
Tennis,C,C14,11972,113 avenue du Professur Bergonié,-0.5537113,44.8061775
Eclaireuses Eclaireurs De France (EEDF) - Groupe local  Bègles - Albert Camus,B,B3,12957,,-0.5669857,44.8008756
"Ludothèque 1, 2, 3, L'Estey",D,D9,12979,Rue Pierre et Marie Curie,-0.5553239,44.8090185
Centre de loisirs de la petite enfance,C,C7,13397,Rue des Droits de l'Enfant,-0.5419571,44.8052303
Centre de loisirs Ferdinand Buisson,C,C7,13399,101 rue Ferdinand Buisson,-0.5580524,44.7995972
Fronton,C,C1,15975,113 avenue du Professur Bergonié,-0.5518807,44.8047356
Piste d'athlétisme,C,C1,15976,,-0.5482887,44.8146576
Terrain de football,C,C15,15981,,-0.5368833,44.8015631
Terrain de beach volley,C,C15,15983,,-0.5362339,44.8021563
Centre social et culturel L'Estey,D,D5,12978,Rue Pierre et Marie Curie,-0.5549568,44.8090523
Hôtel de ville,O,O1,35,77 rue Calixte Camelle,-0.5435624,44.8082371
Pôle emploi,E,E11,2628,1 esplanade des Terres Neuves,-0.5509252,44.8136135
Maison Départementale Solidarité Insertion de Bègles (MDSI),B,B10,2657,13 rue du Maréchal Joffre,-0.5498314,44.8063872
Centre d'Information et d'Orientation (CIO),E,E5,9494,,-0.5507,44.8141958
Mission locale des Graves - Antenne de Bègles,E,E11,9553,,-0.5506684,44.8142949
Relais Assistantes Maternelles (RAM),P,P5,6149,13 rue Calixte Camelle,-0.5480227,44.807415
BxMétro - Annexe Pôle Territorial Sud,M,M6,14624,88 avenue Maréchal de Lattre de Tassigny,-0.5431655,44.8071821
BxMétro - Tour Aquitaine,M,M1,2550,7 rue du Corps Franc Pommies,-0.5867612,44.8357513
Cimetière,F,F3,163,,-0.541797,44.8025965
Cuisines centrales,O,O2,192,47 rue Charles Lamoureux,-0.5610141,44.8040318
Pompes funèbres générales,O,O2,2622,30 avenue Jeanne d'Arc,-0.5440666,44.8013029
Cité Numérique,F,F7,8590,,-0.5540148,44.8131113
Salle Albert Delteil,O,O5,199,7 rue du 11 Novembre,-0.5506469,44.8066841
Salle Jean Lurçat,O,O5,197,Rue Pierre et Marie Curie,-0.5551235,44.8089691
Bureau de poste Terres Neuves,F,F4,13096,,-0.5505036,44.815713
Parc de Lestang (ouverture occasionnelle au public),H,H3,188,,-0.5594803,44.7987835
Parc des Berges de Garonne Rives d'Arcins,H,H3,825,,-0.5280574,44.7943784
Parc de la Mairie,H,H3,826,,-0.542747,44.808058
Square de la Cité des goëlands,H,H1,2609,,-0.5570646,44.8029036
Place des Martyrs de la Résistance,H,H4,2610,,-0.5600705,44.8075243
Square Yves Farge,H,H1,3509,,-0.5491092,44.8140004
Parking,J,J8,2602,,-0.5664256,44.8079752
Parking,J,J8,2647,,-0.5515137,44.8062204
Parking Place Jean Moulin,J,J8,3345,,-0.5488197,44.8116044
Parking Place du Bicentenaire,J,J8,3346,,-0.5479793,44.8070997
Parking Jean Lurçat,J,J8,2608,,-0.5550776,44.809314
C. La Belle Rose,J,J7,10654,,-0.5512378,44.811199
C. Calais Centujean,J,J7,10656,,-0.5519868,44.8029082
C. Parc de Mussonville,J,J7,10660,,-0.5596025,44.7939491
Transport Infrastructures Gaz France (TIGF),K,K5,2594,,-0.5357339,44.7916421
Eglise Saint-François,L,L1,159,,-0.5694704,44.8090158
Presbytère Saint-Pierre,L,L2,2592,,-0.5474816,44.8043133
Ecole Maternelle Dulamon,A,A1,738,10 A avenue du 8 Mai,-0.6421504,44.9076695
Ecole Elémentaire Saturne,A,A2,739,2 rue de Lestaing,-0.6423378,44.9095781
Ecole Maternelle Saint-Ferdinand,A,A1,12341,,-0.6227479,44.8638537
Ecole Maternelle Saint-Michel,A,A1,12345,1 rue Dasvin,-0.5667812,44.8342539
Ecole Maternelle Sainte-Marie Grand Lebrun,A,A1,12347,164 avenue Charles de Gaulle,-0.6079949,44.8502394
Ecole Maternelle Sainte-Marie Bastide,A,A1,12348,54 rue de Dijon,-0.5528865,44.8428129
Ecole Maternelle Sainte-Thérèse,A,A1,12350,17 rue du Fils,-0.6125639,44.8235951
Lycée professionnel La Ruche,A,A4,12351,,-0.5581779,44.8426952
Etablissement Pour l'Insertion Dans l'Emploi (EPIDE),A,A13,12920,15 bis Léo Saignat,-0.5958128,44.827754
Ecole Maternelle Bordeaux International School,A,A1,13656,252 rue Judaïque,-0.5966179,44.8403213
Campus Compétences & Développement (C&D),A,A5,13759,114 rue Lucien Faure,-0.5604053,44.8652152
Ecole des nouveaux métiers de la communication (EFAP),A,A5,13996,,-0.571536,44.8498903
Conservatoire de Bordeaux - Antenne La Benauge,A,A14,14136,Parvis du Trésor des Enfants,-0.5442472,44.8460676
Lycée Forma Passion,A,A7,14258,29 rue de l'Ecole Normale,-0.600661,44.8475804
Ecole Supérieure des Métiers de l'Image (ESMI),A,A14,15164,22 quai de Bacalan,-0.5601128,44.8578504
Ecole Supérieure de Commerce et d Economie Numérique (ESCEN),A,A5,15169,101 quai des Chartrons,-0.5652455,44.8549071
Centre Etudes Superieures Industrielles (CESI),A,A5,800,264 boulevard Godard,-0.5776538,44.8648462
Service d'Education Spécialisée et de Soins à Domicile de Bordeaux (SESSAD),A,A11,15883,270 boulevard du Président Wilson,-0.5969135,44.8487624
Centre d'Hébergement et de Réinsertion Sociale Stabilisation (CHRS),B,B8,7607,13 impasse Saint-Jean,-0.5672117,44.8293097
Foyer Restaurant Jardin Public,N,N4,7613,142 rue du Jardin Public,-0.572771,44.8564216
Foyer Restaurant Leydet,N,N4,7614,219 cours de la Somme,-0.572688,44.8220444
Foyer Restaurant Claveau,N,N4,7664,135 rue Joseph Brunet,-0.5436342,44.8794731
Foyer Restaurant Maryse Bastié,N,N4,7763,16 rue Maryse Bastié,-0.57949,44.8615699
Foyer Restaurant Achard,N,N4,7782,111 rue Achard,-0.5482815,44.8692682
Aire de grands passages de Tourville,B,B12,8312,Avenue de Tourville,-0.5552465,44.8808483
AIDES Lutte contre le SIDA,B,B3,8915,21 rue Dubourdieu,-0.5808409,44.8215712
Crèche multi-accueil du Centre hospitalier Charles Perrens,P,P1,9201,53 rue du Tauzin,-0.6025305,44.8198306
EHPAD Le Sablonat,N,N1,9954,9 boulevard Albert 1er,-0.5717682,44.8142466
Les restaurants du coeur,B,B3,10137,14 rue du Fort Louis,-0.5618007,44.8301618
Association des Paralysés de France (APF) - Délégation départementale,B,B3,10214,30 rue Delacroix,-0.6329284,44.8550247
EHPAD Les Jardins de Caudéran,N,N1,2900,207 rue Pasteur,-0.6128857,44.8463253
Maison de retraite Clos Saint-Amand,N,N1,2902,11 allée Ganda,-0.6120117,44.8532414
RPA Buchou,N,N2,2907,180 rue de Bègles,-0.5655762,44.8219545
Centre d'Hébergement et de Réinsertion Sociale Nansouty (CHRS),B,B8,2908,12 rue Leydet,-0.5734172,44.8221607
RPA Dubourdieu,N,N2,2910,73 rue Dubourdieu,-0.5775049,44.8212979
RPA Alfred Smith,N,N2,2915,30 rue Alfred Smith,-0.6126111,44.8242942
EHPAD de la Croix Rouge Henry Dunant,N,N1,2916,25 boulevard George V,-0.5917664,44.8266627
EHPAD Notre-Dame de Bonne Espérance,N,N1,2918,40 rue du Fils,-0.6116279,44.8234243
Résidence Universitaire La Marne,A,A7,2922,99 cours de la Marne,-0.566834,44.8293781
RPA Notre Temps,N,N2,2923,30 rue Neuve,-0.5691966,44.8365788
Foyer jeunes travailleurs Rosa Parks,B,B8,2925,19 rue des Etuves,-0.576028,44.8356649
Foyer Restaurant Bonnefin,N,N4,2929,5 rue Bonnefin,-0.5514475,44.8448122
RPA Cité Reinette,N,N2,2940,20 rue Reinette,-0.5408014,44.8507539
EHPAD Résidence Marie Durand,N,N1,2941,174 avenue Emile Counord,-0.5750179,44.8626175
EHPAD Résidence Les Carmes,N,N1,2942,1 rue Montgolfier,-0.577795,44.8517908
Crèche multi-accueil du Centre hospitalier universitaire de Bordeaux,P,P1,2961,,-0.6119092,44.8257816
Crèche multi-accueil Sainte-Colombe 1,P,P1,2963,2 rue Sainte-Colombe,-0.5697123,44.8374348
Crèche multi-accueil Benauge 1,P,P1,2969,7 rue Raymond Poincaré,-0.543742,44.8462158
Crèche multi-accueil Les Petits Bouchons,P,P1,2971,8 B rue des Palanques,-0.5771196,44.8369521
Crèche multi-accueil La Coccinelle,P,P1,2975,502 avenue du Maréchal de Lattre de Tassigny,-0.6355488,44.8601508
Crèche multi-accueil Pitchoun Gambetta,P,P1,2977,34 place Gambetta,-0.581377,44.8412697
Crèche multi-accueil Quai des bambins,P,P1,2986,28 rue Maurice Druon,-0.6281739,44.8448375
Crèche multi-accueil des Chartrons 1,P,P1,2987,64 rue de Leybardie,-0.5659373,44.8623768
Centre de réadaptation,B,B2,2993,38 rue Pasteur,-0.6008021,44.8442105
Centre Médico-Psychologique (CMP),B,B2,2995,69 rue Commandant Arnould,-0.5772728,44.8341298
Service de Santé au Travail Inter-entreprises (SSTI33) - Centre de Bordeaux Boulevard Wilson,B,B2,3004,264 boulevard du Président Wilson,-0.597118,44.8485218
Centre social et familial Bordeaux Nord,B,B4,3016,58 rue Joséphine,-0.5621409,44.8601249
Fédération des Conseils de Parents d'Elèves (FCPE),B,B3,3017,114 rue de Saint Genès,-0.5800579,44.826476
Centre d'Hébergement et de Réinsertion Sociale Mamre (CHRS),B,B8,3018,22 rue de Ladous,-0.5694225,44.8124193
Association des Oeuvres Girondines de Protection de l'Enfance (AOGPE) - Service de placement familial,B,B3,3019,178 boulevard du Président Franklin Roosevelt,-0.5746518,44.8165841
ATD Quart Monde,B,B3,3022,36 rue du Sablonat,-0.5739725,44.8182134
PACT HD de la Gironde,B,B3,3023,211 cours de la Somme,-0.5727713,44.8224364
UDAC - Maison du combattant,B,B3,3026,97 rue de Saint Genès,-0.5804813,44.8272139
Secours Catholique,B,B3,3028,121 rue Quintin,-0.5992714,44.8235675
Comité d'Animation Lafontaine Kleber (CALK),B,B3,3030,5 rue de La Sau,-0.5708946,44.8360688
Boulevard des potes,B,B3,3031,29 rue Bergeret,-0.5682646,44.8318226
Astrée,B,B3,3033,17 rue des Menuts,-0.5680259,44.8346128
Association pour l'insertion sociale et professionnelle des personnes handicapées (ADAPT),B,B3,3059,74 rue Georges Bonnac,-0.5850754,44.8397013
"Consommation, Logement et Cadre de Vie (CLCV)",B,B3,3065,,-0.5849648,44.8359591
Bordeaux Inter Challenge (BIC),B,B3,3067,174 rue Lecocq,-0.5916092,44.8319839
Institution Régionale des Sourds et des Aveugles (IRSA),B,B3,3072,156 boulevard du Président Wilson,-0.5991401,44.8434995
Fédération des Associations de Conjoints Survivants et Parents d'Orphelins de la Gironde (FAVEC),B,B3,3077,2 rue Sicard,-0.5725381,44.851971
Centre d'Hébergement et de Réinsertion Sociale (CHRS),B,B8,3079,55 rue Saint Joseph,-0.5732585,44.8537138
Union Départementale des Associations Familiales (UDAF),B,B3,3082,25 rue Francis Martin,-0.5823737,44.8498009
Centre médico-scolaire Bordeaux Sud,B,B2,3091,10 rue Vilaris,-0.5638139,44.8261678
Hôpital de jour La Pomme Bleue,B,B1,3100,355 cours de la Spmme,-0.5727154,44.8158728
Centre Jean Abadie,B,B1,3101,89 rue des Sablières,-0.5753684,44.8240633
Maison d'Accueil Spécialisée Monséjour (MAS),B,B8,3111,28 ter rue Delacroix,-0.6334488,44.8554217
Centre de rééducation fonctionnelle Les Grands Chênes,B,B1,3113,40 rue Stehelin,-0.6234983,44.8538918
Institut Bergonié,B,B1,3114,229 cours de l'Argonne,-0.580731,44.8237564
Maison de santé Marie Galène,B,B1,3117,30 rue Kléber,-0.6065251,44.8472064
Clinique Saint-Augustin,B,B1,3122,114 avenue d'Ares,-0.6055114,44.8363686
Polyclinique Thiers,B,B1,3126,330 avenue Thiers,-0.5425376,44.8512599
Polyclinique Les Pins Francs,B,B1,3127,19 rue Jude,-0.6248238,44.8596881
Groupe Hospitalier Pellegrin - Centre de transfusion sanguine,B,B1,4820,,-0.6040744,44.8297281
Groupe Hospitalier Pellegrin - USN Tastet Girard,B,B1,4823,,-0.6063815,44.8297028
Groupe Hospitalier Pellegrin - Hôpital du Tondu,B,B1,4827,,-0.6108038,44.8257215
Résidence Foyer Adoma Bordeaux Daney,B,B8,5982,33 boulevard Alfred Daney,-0.5741421,44.8673716
Résidence Foyer Adoma Bordeaux Rolland,B,B8,5983,7 rue Rolland,-0.5800185,44.8428735
Crèche multi-accueil People & Baby La Berge du Lac,P,P1,6154,2 rue Xavier Arsène Henry,-0.5707308,44.8803874
Crèche multi-accueil Les Petites pousses du lac,P,P1,6909,14 rue du Jonc,-0.5746331,44.8721832
Ecole Maternelle Franc Sanson,A,A1,381,104 quai de la Souys,-0.5439588,44.8309371
UFR Sciences Pharmaceutiques,A,A5,388,,-0.6059084,44.8266862
Institut de Formation en Soins Infirmiers Centre Hospitalier Universitaire Pellegrin (IFSI),A,A12,390,,-0.613244,44.8262177
Institut de Formation en Soins Infirmiers Centre Hospitalier Charles Perrens (IFSI),A,A12,392,33 rue de Bethmann,-0.6042046,44.8236396
Ecole Elémentaire Saint-Genès,A,A2,399,160 rue de Saint Genès,-0.5811271,44.8248175
Ecole Maternelle Argonne,A,A1,13516,123 cours de l'Argonne,-0.5761304,44.8274016
Ecole Elémentaire Somme,A,A2,409,294 cours de la Somme,-0.5719246,44.8181423
Ecole Elémentaire Ferdinand Buisson,A,A2,415,14 place Ferdinand Buisson,-0.5514029,44.8234394
Campus La Bastide,A,A5,3413,35 avenue Abadie,-0.5575055,44.8449155
Collège Sainte-Marie Grand Lebrun,A,A3,4010,164 avenue Charles de Gaulle,-0.6072446,44.8502575
Ecole Elémentaire Assomption Sainte-Clotilde,A,A2,4013,370 boulevard du Président Wilson,-0.5941825,44.8523136
Lycée Assomption Sainte-Clotilde,A,A4,4014,370 boulevard du Président Wilson,-0.5943919,44.852063
Collège Notre-Dame,A,A3,4031,13 rue Casteja,-0.5823975,44.8432481
Section d'Enseignement Général et Professionnel Adapté Collège du Grand Parc (SEGPA),A,A11,7582,25 rue Pierre Trebod,-0.5825681,44.8559206
Ecole Maternelle du Bon Pasteur,A,A1,7695,5b rue de l'Ecole Normale,-0.5995001,44.8471617
UFR Sciences et Modélisation,A,A5,9226,,-0.5699597,44.8314618
"Institut Thérapeutique, Educatif et Pédagogique Les Clarines (ITEP)",A,A11,2989,92 boulevard du Président Franklin Roosevelt,-0.5789472,44.8190706
Ecole de Communication Visuelle - Cursus animation (ECV Aquitaine),A,A5,9854,,-0.5907027,44.8566104
Ecole Montessori de Bordeaux - Wilson,A,A2,11552,55 rue Jules Ferry,-0.6035611,44.8422935
Ecole Montessori L'envol des papillons,A,A2,11554,123 cours Journu Auber,-0.5729389,44.8622428
Maison de quartier Château Tauzin - Club Pyrénées Aquitaine,O,O3,2799,48 rue du Tauzin,-0.6013929,44.8209271
Eclaireuses Eclaireurs De France (EEDF) - Secrétariat régional,B,B3,2801,50 rue Giacomo Matteotti,-0.543752,44.8325642
Espace sportif La Flèche de Bordeaux,C,C4,2802,21 rue Ulysse Despaux,-0.5672335,44.8339293
Centre d'animation Saint-Michel,C,C8,2803,25 rue Permentade,-0.5682684,44.8327652
Gymnase Les Coqs Rouges,C,C2,2808,14 place Sainte-Eulalie,-0.5779396,44.8337979
Eclaireuses Eclaireurs De France (EEDF) - Groupe local Bordeaux V - Michel Montaigne,B,B3,2811,235 rue Mouneyra,-0.5912319,44.8291849
Club sénior Alsace Lorraine,N,N3,2818,15 cours d'Alsace et Lorraine,-0.5688623,44.8381053
Les petits débrouillards d'Aquitaine,D,D8,2819,7 passage des Argentiers,-0.5700845,44.838748
Maison de quartier Les Jeunes de Saint-Augustin (JSA),O,O3,2823,7 allée des Peupliers,-0.6109455,44.8318083
Maison de quartier Union Saint-Bruno,O,O3,2825,49 B rue Brizard,-0.5915677,44.8386142
Maison de quartier Chantecler - Sections sportives,O,O3,2843,50 rue Pierre Trebod,-0.5854241,44.8583082
Centre de loisirs de la SNCF,C,C5,2849,81 boulevard Jean-Jacques Bosc,-0.5446815,44.8196474
Espace sportif Maître Jean,C,C4,2855,1 rue de Maître Jean,-0.6128703,44.8296556
Espace sportif Chauffour,C,C4,2858,15 rue Chauffour,-0.5905716,44.8397314
Espace sportif Stéhélin,C,C4,2864,290 avenue du Maréchal de Lattre de Tassigny,-0.6221118,44.8558275
Piscine Galin,C,C3,2870,Rue Galin,-0.5400104,44.8470745
Gymnase Thiers,C,C2,2880,,-0.551021,44.8463788
Gymnase Malleret,C,C2,2885,9 rue Luflade,-0.5857724,44.8491307
Stade Chaban Delmas (ex Stade Lescure),C,C13,2887,5 Place Johnston,-0.5982603,44.8294462
Golf du bordelais,C,C6,2891,9 allée Arago,-0.6286092,44.8679277
Maison de quartier Union Sportive des Chartrons,O,O3,2892,9 place Saint Martial,-0.5645038,44.8585909
Stade BMX des Aubiers,C,C1,2894,,-0.5686457,44.872302
Stade Gérard Brocas (Gaz de Bordeaux),C,C5,2895,185 avenue de Labarde,-0.54953,44.8829898
Golf de Bordeaux Lac,C,C6,2896,,-0.5669443,44.9095726
Gymnase Jules Ferry,C,C2,4055,120 rue Jules Ferry,-0.6066005,44.8425566
Maison polyvalente Sarah Bernhardt,C,C8,7792,33 cours de Québec,-0.5711556,44.8789572
"Société d'horticulture, d'arboriculture et de viticulture de Caudéran",C,C8,8445,23 rue de l'Eglise,-0.614662,44.85072
Club sénior Albert Barraud,N,N3,8443,13 rue Albert Barraud,-0.5869682,44.8443189
Club sénior Vilaris,N,N3,2794,4 rue Vilaris,-0.5639302,44.8262746
Club sénior Billaudel,N,N3,11909,95 rue Billaudel,-0.5637962,44.8235305
Club sénior Achard,N,N3,11910,111 rue Achard,-0.5480642,44.8692379
Club sénior Jardin Public,N,N3,11913,142 rue du Jardin Public,-0.5726156,44.8563736
Club sénior Albert 1er,N,N3,2788,28 boulevard Albert 1er,-0.5694116,44.8144232
Club sénior Alfred Smith,N,N3,7637,30 rue Alfred Smith,-0.6125109,44.8243447
Skate parc,C,C1,12138,,-0.5660697,44.853529
City stade Brun,C,C11,12158,63 rue Brun,-0.5745972,44.8171248
Skate parc,C,C1,12416,290 avenue du Maréchal de Lattre de Tassigny,-0.6228625,44.8569251
City stade Petit Cardinal,C,C11,12417,,-0.5446849,44.8463942
City stade Le Tauzin,C,C11,12420,,-0.6007498,44.8206469
Centre de loisirs Menuts,C,C7,15028,70 rue des Menuts,-0.5672585,44.8332373
Centre de loisirs Pins Francs,C,C7,15036,10 rue Jude,-0.6252689,44.8590665
Centre de loisirs Raymond Poincaré,C,C7,15037,32 avenue Raymond Poincaré,-0.6192013,44.8443031
Centre de loisirs Saint-André,C,C7,15039,194 avenue du Maréchal de Lattre de Tassigny,-0.6156934,44.8552629
Les P'tits Gratteurs,D,D8,15188,3 rue de Tauzia,-0.5610754,44.8304847
Gymnase Albert Thomas,C,C2,15382,5 Place Johnston,-0.5984978,44.8275202
Lieu d'Accueil Enfants-Parents A petits pas Grand parc (LAEP),P,P5,15767,122 avenue Emile Counord,-0.5749188,44.8604542
Tennis,C,C14,16313,63 rue du Professeur Villemin,-0.5526258,44.8734881
Terrain de handball,C,C15,16316,63 rue du Professeur Villemin,-0.5517883,44.8737354
Piste d'athlétisme,C,C1,16317,63 rue du Professeur Villemin,-0.5521528,44.8739175
Terrain de handball,C,C15,16321,6 cours Jules Ladoumègue,-0.5686126,44.8999657
Tennis,C,C14,16327,15 rue Chauffour,-0.5902046,44.8391703
Terrain multisports,C,C15,16328,15 rue Chauffour,-0.5903547,44.8394314
City stade Port de la Lune,C,C11,10374,,-0.5428517,44.8770001
Gymnase Dupaty,C,C2,12479,62 rue Chantecrit,-0.5608289,44.8604357
Gymnase La Pergola,C,C2,12496,Rue Fernand Cazeres,-0.6159689,44.8511846
Le Garage Moderne - Ateliers associatifs,C,C8,2747,1 rue des Etrangers,-0.5507248,44.8652833
Pôle Urbain des Mobilités Alternatives (PUMA),C,C8,13278,16 rue Ausone,-0.5682114,44.8381985
Salle d'escrime André Labatut,C,C2,13840,53 rue Pauline Kergomard,-0.5735636,44.8231334
Terrain de hockey sur gazon,C,C15,14882,4 avenue Bel Air,-0.6069448,44.8410947
Piste d'athlétisme,C,C1,14909,6 cours Jules Ladoumègue,-0.5701296,44.9002212
Centre de loisirs André Meunier,C,C7,14963,2 rue du Noviciat,-0.5632932,44.8311416
Centre de loisirs Stade Bordelais,C,C7,14973,290 avenue du Maréchal de Lattre de Tassigny,-0.6223205,44.8555519
Centre de loisirs Francin,C,C7,14980,64 rue Francin,-0.5610268,44.8242886
Centre de loisirs Joséphine,C,C7,14985,58 rue Joséphine,-0.5615992,44.8597813
Centre de loisirs Ferdinand Buisson,C,C7,14991,14 place Ferdinand Buisson,-0.5514582,44.8236765
Centre de loisirs Bernard Adour,C,C7,14993,119 rue Bernard Adour,-0.6053133,44.8388843
Centre de loisirs Benauge,C,C7,14997,Parvis du Trésor des Enfants,-0.5447535,44.8461387
Centre Nationale Fonction Publique Territoriale (CNFPT),A,A13,3556,69 allée Jean Giono,-0.5598188,44.8439322
Lycée du Mirail,A,A4,4001,36 rue du Mirail,-0.5704816,44.8334843
BxMétro - Centre Espaces Verts Parc Féau (281),M,M6,18323,4 rue Goya,-0.6554028,44.8387586
Lycée Sainte-Famille - Saintonge,A,A4,4032,12 rue de Saintonge,-0.5805274,44.8319198
Collège Cassignol (annexe),A,A3,4881,,-0.5942585,44.8443494
Institut Hautes Etudes Economiques et Commerciales (INSEEC),A,A5,4889,Quai de Bacalan,-0.555724,44.8590189
Ecole Maternelle Vaclav Havel,A,A1,6152,2 rue Xavier Arsène Henry,-0.5713306,44.8805123
Alliance Française Bordeaux Aquitaine,A,A5,8296,126 rue Abbé de l'Epée,-0.5838292,44.8453041
Centre de Formation d'Apprentis de la Chambre des Métiers et de l'Artisanat - Institut des saveurs (CFA),A,A13,9733,10 rue René Cassin,-0.5744302,44.8773849
Institut Supérieur Européen de Gestion (ISEG),A,A5,9856,85 rue du Jardin Public,-0.5749691,44.8535396
